345.5437614,0.35893751
348.9552786,0.365628855
352.3627878,0.364905518
355.4822218,0.356627698
357.8423046,0.344575738
359.4451928,0.332739444
361.3857156,0.320069185
363.124192,0.308887929
365.1864661,0.296292717
367.6538518,0.282604694
369.8780417,0.269334029
371.6159592,0.257118753
374.0031896,0.245253285
376.1476945,0.234675264
379.550337,0.224948385
382.3841387,0.213635507
385.7884034,0.206909809
389.1927636,0.20036065
392.596074,0.191869551
395.9987164,0.182142671
399.4019314,0.173475032
402.807055,0.168338194
406.2139916,0.166555616
409.6242682,0.170951941
413.033018,0.172523624
416.4445351,0.179214969
419.8574837,0.188554415
423.2297258,0.197641865
426.1172121,0.21059043
429.5306378,0.220812576
432.3447816,0.231508517
435.1020509,0.245399288
438.3550064,0.258971469
441.5250549,0.269275546
443.560105,0.281370925
446.569329,0.294369316
448.9296762,0.30782494
451.7677495,0.321093208
454.4886293,0.334378881
456.578768,0.348315047
459.4261013,0.362035549
462.5566049,0.374236375
465.9699352,0.384281981
469.381834,0.391679486
472.7960231,0.403313952
476.1148806,0.413713116
479.0561333,0.426056128
481.9021497,0.437340377
484.3712293,0.451804255
487.5971408,0.465381616
491.0082762,0.471366801
494.4154037,0.469937304
497.8184279,0.460916585
501.2197343,0.448718144
503.9095844,0.433786912
506.7416208,0.419208044
510.2851135,0.407361968
513.6874697,0.397105468
517.0913527,0.389673609
520.7815486,0.386536127
523.9029357,0.381871494
527.305101,0.371261914
529.6643441,0.357656402
532.3067192,0.342460598
534.381017,0.327091117
535.8503455,0.313348857
537.2045127,0.296711914
539.8091559,0.281763457
540.7572373,0.264417355
542.0454862,0.245919502
544.2685003,0.230473611
545.5963541,0.210189977
546.7095243,0.193034715
548.2167946,0.179433497
549.6292868,0.165620908
551.32514,0.150641724
553.0212605,0.136156851
553.5014439,0.123836946
555.9641163,0.116440095
557.2641381,0.104711252
558.9621671,0.09375718
563.780279,0.075725762
566.9009345,0.069707654
570.3052946,0.063158496
573.7108953,0.058904358
577.1168777,0.05535638
580.5230509,0.052161482
583.9298921,0.050202365
587.3373059,0.049302488
590.7445289,0.04804953
594.153374,0.049797754
597.5625055,0.052075598
600.971637,0.054353442
604.382677,0.060162086
607.7955301,0.069324992
610.5471056,0.081021645
612.6371171,0.094722425
614.348983,0.109366661
616.0614215,0.125070136
617.7736691,0.140420532
619.4859167,0.155770928
621.4818213,0.170502002
624.3290305,0.183993002
627.7355855,0.181504264
630.758142,0.169131193
632.307073,0.157547371
634.5325205,0.146603251
636.7581724,0.136037431
640.2009351,0.125478087
643.0370749,0.118490441
647.5802137,0.117143488
650.9937349,0.127542174
654.1233128,0.138030562
656.6462064,0.151977157
658.4385718,0.165435644
660.6767179,0.17798396
662.9566611,0.192801873
666.2130775,0.204437135
668.8529079,0.217891349
670.889512,0.232861809
672.3575618,0.246775892
673.4067823,0.261423467
674.4844672,0.278693787
675.8741578,0.29775316
676.0855151,0.313489422
676.8313348,0.327255824
677.6163559,0.343493596
677.8132219,0.357439305
678.5984911,0.384143407
678.4822609,0.369264148
679.2575485,0.402520476
679.7399895,0.419395319
680.2539323,0.444511924
679.2741146,0.433167829
680.9057264,0.474470089
680.8043829,0.462112763
681.4163156,0.493382572
681.9684975,0.514186351
682.66352,0.549062213
682.4515492,0.532191051
683.3286431,0.578660924
682.7524307,0.563437208
683.7481166,0.604137391
682.7678899,0.592036696
684.4983164,0.641017971
684.2045919,0.623012317
685.1664025,0.67609825
684.7918977,0.658758814
685.6664151,0.700462106
684.5222208,0.685241253
686.3337262,0.734108629
685.9599248,0.718070545
686.5499885,0.758919049
686.5426215,0.745290157
686.2765518,0.77844581
688.2551636,0.83624025
688.9974497,0.858480616
688.2853867,0.817098061
689.5538985,0.887178257
689.5468369,0.874114293
688.5610754,0.801737645
690.132091,0.906065179
690.9011376,0.927775788
691.5745664,0.947721474
691.9622865,0.96449087
693.3447621,0.982711711
695.1955459,0.991661815
696.5120575,0.97541345
697.260301,0.958638329
698.0078766,0.940627427
698.7553567,0.922439985
698.9535396,0.903796306
699.6842436,0.889598764
699.5062912,0.875617651
700.1799681,0.8609967
700.0582413,0.84595606
700.7862114,0.826700646
701.4630312,0.802883179
701.332078,0.785784627
702.062553,0.77116339
701.8843143,0.756652656
702.4451391,0.74340929
702.2671868,0.729428177
702.9988069,0.71692542
702.8208545,0.702944307
703.4944168,0.688111508
