-0.077784451,-0.059690899,-0.040458593,-0.023503796,-0.004752297,-0.002120507,0.001169229,0.004129992,0.007337486,0.008982354,0.011038439,0.013505742,0.01802913,0.026664689,0.02889701,0.039823635,0.047225543,0.057094753,0.07236853,0.08999212,0.120463844,0.182722586,0.277158213,0.420400544,0.637674114,0.967240127,1.467134141,2.225385947,3.375521349,5.120075641,7.766259446,11.78005757,17.80074022,27.10306761,34.66848718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.034479889,-0.001324549,0.240053611,1.141745261,-3.327278779,-4.793060564,-6.15637656,-7.703783634,-9.399679265,-10.78036234,-12.13933657,-13.38542476,-14.51862691,-16.49847434,-14.95032296,-13.46357663,-12.26785298,-11.07994452,-10.16445116,-9.602163662,-9.000631068,-8.142381415,-7.524744799,-7.138248266,-6.829159303,-6.473652863,-6.035596394,-5.50037448,-4.79463939,-3.866289875,-2.843210818,-1.851347401,-0.990165643,-0.252357836,-0.034479889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.074326622,-0.064487483,-0.054648344,-0.044809205,-0.034970066,-0.027590712,-0.0220152,-0.01939143,-0.016111717,-0.012832004,-0.011192147,-0.010645529,-0.008240406,-0.006682542,-0.005725959,-0.003320836,-0.001762973,-0.00080639,0.001106776,0.00323859,0.004796453,0.005753036,0.007666202,0.010125987,0.012585772,0.015373528,0.017505341,0.02094904,0.028984336,0.038823475,0.045546887,0.049482542,0.061781466,0.069980748,0.079819887,0.089659026,0.098678237,0.114967717,0.133711933,0.156100496,0.180185081,0.210355051,0.254065543,0.318667048,0.394340984,0.497285684,0.637335271,0.788683422,0.989222762,1.240753444,1.556241091,1.951948103,2.448271942,3.013365154,3.708889275,4.651952342,5.725683835,6.915445883,8.3524332,10.28028411,12.89426246,16.07144034,19.16820459,38.54383155,48.344411,57.29804642,,,,,,,
0.259676425,0.317882869,0.317882869,0.317882869,0.078848407,-0.897467675,-1.9870923,-2.871830244,-3.942828807,-5.182626057,-6.480629751,-7.574910891,-8.734383249,-10.12435312,-11.1837104,-12.35249579,-13.66912554,-14.67609702,-15.71217171,-16.97641567,-18.26161395,-19.21619962,-20.42689365,-21.68415283,-22.87156428,-23.91928027,-24.93207239,-25.80516905,-26.22425544,-24.96699626,-24.12882347,-23.33721583,-21.5095335,-20.64807814,-19.77498148,-19.1347106,-18.47115714,-17.65044629,-16.69003997,-15.88679105,-14.92289234,-14.24536933,-13.3489901,-12.5224586,-11.87154426,-11.47640566,-11.05731926,-10.62492854,-10.27801813,-9.868244772,-9.553929976,-9.05335456,-8.50621399,-7.882240914,-7.167465786,-6.480629751,-5.647113477,-4.864818875,-4.040615632,-3.09301473,-2.26648323,-1.661136216,-1.428310441,0.224752559,0.317882869,0.100578812,,,,,,,
-0.084165761,-0.067767196,-0.054648344,-0.039889636,-0.037429851,-0.033822167,-0.029230569,-0.026497475,-0.022671143,-0.014706126,-0.009552291,-0.009005672,-0.007092506,-0.006272578,-0.004632721,-0.002992865,-0.00053308,0.004386489,0.001926704,0.004659799,0.00411318,0.006846274,0.007666202,0.00848613,0.009798016,0.011765843,0.0134057,0.015045556,0.017232032,0.019965126,0.025704623,0.034723834,0.040463332,0.037456928,0.039643403,0.047842686,0.051122399,0.054402112,0.057681825,0.064241251,0.073377594,0.083685263,0.092938739,0.104611516,0.123986111,0.141503771,0.170907389,0.212063987,0.286850388,0.350214053,0.431048041,0.514105572,0.640782446,0.788683422,0.989222762,1.240753444,1.556241091,1.989150069,2.448271942,3.105779462,3.851611129,4.830964228,6.059338439,7.600052617,9.532525764,11.62252403,14.44083149,18.11271648,23.59247712,29.59136039,37.11558584,46.55300378,54.1429566
-0.002199945,-0.708059404,0.036270254,0.852989148,1.280884242,1.790270898,2.335465752,2.750537447,3.266822404,3.755047996,3.747442281,3.137185848,2.755117232,2.246417545,1.724665469,1.215622297,0.865096956,-0.071068472,-1.709486776,-2.765470845,-3.349851489,-3.941960522,-4.523736414,-5.029258875,-5.677962609,-6.279282735,-6.975782257,-7.624623384,-8.159313355,-8.630687789,-9.147802833,-8.967302032,-6.624913431,-8.155077053,-7.673054617,-5.998913985,-5.418855513,-4.943645508,-4.392182072,-3.832560893,-3.433334439,-2.99647196,-2.573692322,-2.193661711,-1.75448317,-1.23836423,-0.723275741,-0.10845915,0.765138228,1.183987428,1.584352287,1.828970086,2.090261167,2.335895107,2.516052423,2.607247404,2.641252313,2.605014759,2.505919648,2.312229064,2.103699976,1.807273352,1.523555633,1.208065651,0.937056837,0.731696388,0.421143988,0.232743057,-0.091376958,-0.125682415,-0.14886758,-0.178407197,-0.206572879
-0.087445474,-0.077606335,-0.067767196,-0.057928057,-0.047503255,-0.039889636,-0.034150138,-0.029230569,-0.024310999,-0.01939143,-0.012832004,-0.004632721,-0.001353009,0.003293252,0.005206417,0.010125987,0.010125987,0.0134057,0.019145197,0.028437718,0.033083978,0.03636369,0.040668314,0.042923116,0.046202829,0.049482542,0.054402112,0.058501753,0.065881107,0.072440533,0.079819887,0.089659026,0.098678237,0.115402645,0.131211193,0.149749666,0.174164694,0.207985652,0.235585545,0.279217208,0.343664195,0.434549899,0.540651067,0.678122966,1.027289066,1.288498906,1.61612684,2.027061063,2.741923602,3.37479546,3.999825066,4.564949468,5.209918759,6.059338439,6.915445883,7.892510418,9.007621743,9.993237148,11.46993496,13.04115556,15.57361126,18.11271648,21.70013496,27.4389698,35.74026392,44.82797735,54.1429566,,,,,,
-0.01484345,0.013751586,-0.021992209,0.006602827,0.127314731,0.692883702,1.128958007,1.657966182,2.215569392,2.773172603,3.11631304,2.515817275,1.926044648,1.229040635,0.585652315,-0.079182282,-0.808355712,-1.408851477,-1.916413374,-1.773438192,-1.130049872,-0.515256588,0.070941659,0.657139906,1.143255526,1.729453773,2.333523918,3.04125107,3.57097412,4.074246761,4.581808658,5.075073037,5.468254788,6.024428247,6.644225662,7.255444566,7.770155222,8.400675775,8.896084782,9.395783044,9.836146605,10.16784903,10.35085726,10.37230354,10.03273748,10.01486558,9.771807773,9.400072299,8.570816242,7.954593207,7.448461062,6.919452888,6.365424056,5.754205152,5.189453183,4.671168147,4.070672382,3.577408003,3.013370909,2.47292472,1.947490926,1.422057131,0.949626279,0.492718447,0.151007761,0.085239177,0.092387936,,,,,,
-0.078052513,-0.068252905,-0.058453298,-0.04865369,-0.033137644,-0.024971304,-0.01598833,-0.008638625,-0.004555455,-0.000238961,-0.000472285,0.001160983,0.003610885,0.005244153,0.006877421,0.009327323,0.010960591,0.012593859,0.015860395,0.021226847,0.031376441,0.037092879,0.040359415,0.043625951,0.047545794,0.051138983,0.055058826,0.05995863,0.064858434,0.070574872,0.079091198,0.086090918,0.093440624,0.099157062,0.109791484,0.120614731,0.132504935,0.142855647,0.159917301,0.179016677,0.199145004,0.229450589,0.255890373,0.303075623,0.372718324,0.467064461,0.542884625,0.852510425,1.068306269,1.338726484,1.67759813,2.102248308,2.634390126,3.120162038,4.215398011,4.992701999,5.756605971,6.873270285,7.840211914,8.887304638,10.59227479,12.54545156,14.85878698,17.93274426,22.47205728,27.63583376,33.71339198,42.58909271,49.50272508,,,,
-0.116581908,-0.044019716,-0.10621588,-0.01499484,1.177098306,2.035405371,2.267604384,1.593812606,0.738615349,-0.258744569,-1.04952437,-1.775146285,-2.651075596,-3.45962573,-4.314822987,-5.216667367,-5.942289282,-6.647179142,-7.549023522,-8.664111894,-8.595992285,-7.860004343,-7.082552291,-6.289551199,-5.291302764,-4.383238768,-3.5995671,-2.791016966,-1.982466832,-1.127269575,-0.089926409,0.878556718,1.65600877,2.474924931,3.288658079,4.299345746,5.247837249,6.071936424,7.015244913,7.937821348,8.932959974,9.884561286,10.7988449,11.62605388,12.41594517,12.90314845,13.00680873,13.07937092,12.77875612,12.45740928,12.08423229,11.52446681,10.7988449,10.2701775,8.740151865,8.015566553,7.124828631,6.310355053,5.636563275,4.786549032,3.926168761,3.067861696,2.355715617,1.573080551,0.888922746,0.463915624,-0.001074746,0.00781042,0.00781042,,,,
